node,in_degree
43d2023dc8d7659c06599f1f368c5698f6b2a206561387e6c9ac094fcb4b9dcc,0
e5e09cd7be76be4bc979ab574472b1435fa90d4be036ebc8559bf62dca6a4a64,1
360578e2df87e103149c68d2030f1dd3d54955c87bfa84e0050d303943618773,0
cc2305790650db33ed8bf5e167f44f1e6d67b0edf232ec133e496a57f77312fa,1
64e781f3306ae1cdd9d1e564ad4d73e2d0b98a61d54b122f3d7858a6ec247a18,0
838e4ab8e68301d4c053517c1a0eaac6a99ecf5d9378ba16eaec1c3e0534c5fb,1
9e1452a583f530b0854fd60cfda7b72cc39a14ef33a9ab7a4926190bc84dc620,0
6f3847279b5ac8ebe3dffa8de04bd3f0f755f89c11da24b1f16344df0162b683,1
6cafc37659e1491c00db792cb9374ce8a2e4f55cbb6b7065480707686563d05b,0
ace813f708ee4314b95d636e057981207982c62b812ee4202cba960fe204c14d,1
e5abe42b4987817c8f787c8805bd2f284939b51fa549646c63c09ced83b8d9a5,0
81978b6d4de1ee4f82629243cb4128011f0f4826c917d5d725684fe8925c968b,1
b1f273911599a2bb2c3c62b8dd1ea5ccd755766c156ef4c5255450827df43921,0
53c7801bb6ba55b2bee3f10141aa9ef0473292db27e3e3512b07dddb27d85bbf,1
01a31b49850de6b95024fd2a2279af165ffed090b86c9e0056f454b7fe5cc065,0
16c51f15750aa7e08c7512a7009bda85dafc3366b67c0c9656b1515a707fb7d0,1
2d5812e8f369168a83226548efc190f4a941a6ea01d62abc4a0f2adecd97828b,0
38c018564f32cca55eb41bec76c0892e79803eb431c495d3cc0f76a99a28f5f8,1
bcc8c2f99ba72c0e5cd939ddcc5cacc348f378c59be47705afa04cc5d1e8b452,0
cee14ae654a512ef6a46cbe1cd292e25df1125b41adad5dfd265578637dd56c7,1
a7e0c8aa53b3fe9016c876af5b2b0ebf3317a8d759f17d259ac62a724307b1b9,0
72d8698072bceb4c482d28d17c2eeadcde465da5e7f0bba61718b16f340a7ccd,1
78d57497a9783412a7d21cac8b52f0b00cfb43e201c0802e86f4b1b64b058e8e,2
8eba8b4fd5018cfc995d558929397206d62853b4797d94fdee6c2f5397ab5332,1
4d40433fac5772a84bc0a09524adb219bb9bc8ab305c14881d0fab1493c15c35,1
e161deb06511123896ed05a66ab7318f089c63b3fb149ac3895714fd54442dae,0
c1b0ab2486e9730d2930ea8f8d3494a78c19fbfc2c87420bb76eb55fc75d5774,1
99770fb972225ca09ad2431073cd38a78abeba4fade610be81c766598528caa8,0
ae5b4c023c11660e2a5bb3fc8bc20779d9e76e27de61caa273b712439e79647b,1
76704b4ce3be5c657835427b767ca6acc635c2371a26e5a189f848ae4961b57e,0
45429ec1811496449a4e2c77ff72d997501e3e95adee993e59182c8979737524,1
d7f3eaab5b04e93c7a8af53ab7e93376f03fd5e8a3fdec66c20096f1037df473,0
e220fecb4c01cb75dc96dbc5b9fe39b7acf6ebaa4b8ab071b2d243513ba6a883,5
9e298e277392ece1b1da3685bc93e5ee320099e715df6a5cba0f69a926c517dc,0
a7af7df716abeb2c1ef146e15397a06bee02aa842b166d29088a7566361d3cf0,0
19020572a9bc77ec300b29092a7355d771cdfcf58e6eaad19c720bf2229ab1d7,5
247fe2e9eb62ca936a562f3e5ac93a23ff70113c643e06c31de94e5bfe5cad0a,0
6a8b23e2c529684269f9299cead63b57c7b3b9e88bed798bcf85b0a2569c5c0c,0
596e3556973f74629ee58518daead74de454415eec5c48a5e40c57d971590c11,0
d20ee5f0a0e3d35ab2447d402fac64246d080cad75a11bd6110a659923e3c776,0
81f7cc43eb090ecc98ba96b5c68632b4b53bc41fa261c59d28f6a72fbb080579,0
a22acc6931ac20284e23cd1717bd0b464a2556a1f79431965e9297be956f819e,0
b53c361179f6bca7d779cc145a9a63bca5814228c445e0d230b1eabe5aa882f3,0
354459ef7f30606984b29f64466d803d70b88662ee5a1e7278a42cd790688999,0
9c05a586d33d9f3098dd50afbb16d9ed588b39fb449466adb531247a10bd9d52,1
0bed4ddf0865b125955d745f26d8852ba6c58cc3cbd515af307aa5e764e624a2,1
9edc2bb15387155d5b02ff4e04a23e608776e12f9690f9ed08d6255addfaf248,0
01a813c003eed876d23ae3e8ce501f75c653489c1c33d5e6061bce81fcda3f18,3
28b904b7fc9d1de543a6af16c9bac52c3e4b923fb52e345b67fc268a0ef34933,1
e8b349b003bf28ffa63176ca1d777b08bde1ae0c3ad94b9894ef38fa5f40187a,0
c977eef6a398882ff01d2d1b553d4eb73b5864536b7c819181bffcaeca8e7a68,1
8cf91f6ce4fbc726f2a534362dfc03669d6c6873a81baf6888a444f6998a056d,5
bc7b442ed602676bd26f7a3fb477546089ab9c1093a135a7037c42f5d797700e,0
bd5e12aedf6dc8960e6d9130762c33e2d17e48bdc4bc595d54079e0ecb1accf1,1
1183edaa473e185b97ef82631bf70856696694d1111303a96fc52bc07cb0dfb3,1
b99e6ff344300a3b7676ed6c9cf878d5f7b9477f758dd5ba4c4ce6cd84c458d9,1
33eb98377163d3e2b2f7b2326ecc3f8941976d250a16768ed99038688aef5d79,1
e7474c44a5f159aa62f42a4719a21308635e38d2fcbee6b8c0eccd0e0f2da7bd,1
8c015c47ae4222c227963ec71785ce9a99a32910774e4fc9be934236b566cbeb,1
52a2ffdcde67fa93978edaae5edc17eb2212819549b0bd6034d535bb71c32892,1
d536c16519f8014a3ae7a949f1323c09f69f9d5e4d208219eca9ea5391634857,1
e75b85c1526f3a7f76f0a33bfdd70df12c05575c501b651dc190fdcc2e0f6efb,1
19ebcd7945f9954387594246edfec92c342e2005b8df4845320ca7709c907ab6,1
91ec936faf4a0e50c289adffe8d6742ca959577fc02d9723a50ea42e0abcfb36,1
71a802475143c729f618f0f8951292d96e36a46af0bd930f2eededa7a6569ade,1
319de29cb8d072a83298fa884bd855e26e292dc2bd3d7cdd8e408994d1383be1,1
b0fdfc114f87d056aa6073621530e3aa78345196d5ae7b56fced0380d3a23897,1
6bc222004c32dea442c1243f0df9f5d027a329c4fa0d571041230a28699a0a56,1
3ea85df7c9855522f62e88bfdcfabd45ac79bc648eaee545aefb0be1f07d2520,1
0d4ed0389fbf44ffc1b86f7d34a180568a3de1bb75c9079772d6072d24a95b2b,1
61f433373ff9c028e2b5c9749c1e78f6726a2af8d5b1712e52ddc2b2c9a95ab8,1
9fde19d4f3b7b712bfd7229b88ac2ab0c4a52935f7ca9e6df482e5a56138ead2,0
7d53a08167d5ed257dc891688e9a6e4c16d0adf3464f22ae2dc8a02660fde48b,1
0c1fcf66084288582bc5a302ca2181bd5230265440aad5d0ef9eb69e9adf53e7,0
98ede888e02a589efba8dc9d1b27d3410c21123f6e747a6fdfe203635c5d008b,1
48f8f246a542ab129b35434bd59ae93326caf83d885ae848c73d543d5a0086c3,1
d6524f26c3d508eefb342876771302b7d8a4f56318d8541f602f9c57662365f5,0
90ae518b8bf5a1d16ed6e486a28e9005d859adfa5a858310d4fd8dea0ba87c12,1
6874d48a0c1e5d762a0bbb8ea14ffe01f0237b87ecc34f85a7b16b2129a8741a,1
578844fdd984664f97696ac82abe610475ea3a31c535da536d54b9e444b38d9b,1
c45cb193e6a344e95fd50347ee7b9f2bf63c442f2e46d5696c147b10f18574b2,1
0075669d1d697c9d4ec35618a3f432fce6020a086e15ecbc676a5c9cb4d521c0,1
b26f58a987226036694e6abe3d59ccf3d53fcc0244f208c2785e2c1da5d86c68,1
50d693eea3d17697752ecd7e53b14845cb5baa861073759285b63ed908814843,1
29bc40f5fc095df0fb85a991c56686afc6d096f0d3ac87804989ed3c441e7b05,1
f79cb255b03f2320f1893bc40c9a70df48f7419e36e1fce82fd3c0d78a1d0b0b,1
f5c3ec99da0b94b01ca05de5913b9806df940b7601628b8afb969f7a5b4e77e5,1
80ef0efd2254f377780ba05ff8b13b4e31d1b2dc5089bc2e2b6bff75a7118f2b,1
6226e0ecaebc859b2e882bfe1c86420573d3f0d0175d4d006dcf5bc22ef7ee08,0
da35ca2fa24b8ee3489cf70606c3ee312ecc1d4f3694b8bfeb01a458470ff94b,1
c24a1211f621be658aea126baf62f3c027708aebf93f90be2f745e87f0d80daf,0
81d20672153255a35a361ca091dc49fed11b349af8466e5ca796084739051b0d,1
3cfb3f50acb805d49d4af1187124670f8f56d83a2e3aedae97b3edc25e33e9bd,0
99143760ee38cd01a96d6bd642033d2a5937e70cda24e794cd1d261ae900c61c,1
bcef50d10adda8da8a6a92fa3068ea4f2f32feda2b5130627a806274a3af15b1,0
a11a7c2213bc1ef4de0c44a13f650ea6a7bf05a916cdad2839914de352eb205c,1
630b1074a86b62648284b72a32ca4dd4f52c81b0f630c4517c4fc0f1e855feac,0
e83231a0f173e884a678416729a92174a0b6ff2b268c700a9958b5b37c5c5692,1
c903537fddd94f1d5c38ef115db68f77bbd2191b18dcb6084b91634312760c0a,0
711fbc772a568d363e8168368ce4259f67d8e115b470158a15d59f52f1b1fb26,1
dd6dc392b9d116d78baa65060c3c64903c4369155014cfb49065d5aa6cc31117,0
e8a65f4513b35ba056126d48a20332d2cf3f92b575c95d341f26987e39e176df,1
8c496b80fd6eee7025ab4d430adefcb0c232595ff807fbcef03d73670d5f3a18,0
7f7da79d21c2b51505e4e01fa4540845a95769ff9a127da4037e022fcf0d7148,1
32dcdba6457268740f2d04caf848353eefdc878bf99350b16c3d29ecc4331c1d,0
8e324ad2f6a9cd746ee5624789085d1885d4068c43a94018b11a83d607d52ff2,1
86a942661678ba8110e048453d0ca2fc365d92f72cf09ab61ff39a4e09c86b21,0
edbc3c7ab2510d9074101f57cb16135323603daf3c936d449023eea71f4c1e40,1
3bb9d13a519e80d564fe831cc600387522579e810b596def318942b12838732b,0
3c624c95cfd332640cec63bcaf1811d2b84f61bee8270cbe73aa6be18fc73faa,1
5a66fa9758a3f228ac3d4e636ad07398718a6626fef1348b7b492156af5d1f2f,0
60d8c56d8b88f8c1ca25dd11de60db225cb60b15e0574458215f03dc8706f7a5,1
f90f1320d0efedb8a268c68596d3bff96eadcbcc036e604535803bb2498d3133,0
d03c2f4876650cc90048c2653b7997d656d78cc262bc01ad5a05b5bf9c95c8f4,1
6c4e952ae40e9a3053109c2b2e9417e39d8f3a3c5a21d1e66bd78bc519ab9237,0
6cb834e39c6a63082a8164e6fc2c5e7f549f227f9466b10acace21eeb196ccbd,1
4be963416d1ba31c30f3dd8df18abcaa742c0c7358e6d39e6d6834f171933041,0
2258829f698ad1ba516324afc3d85973a0f84480bb8d707d87d9d5e032eba1bc,1
66b125562eee17827fd29e398e27e12a7828c3461ae25763488575cba5679343,0
d2ce76c0f479ae71da62ef7b4828a51d5f96373f16e6f3388d597a100312410d,1
549e5c610a2b065e167bf52db1518889454cc6bc0972f5d249ef5924fa9dfa48,0
1875b870d39a6efc29e8d9a74a809c287d5e3cd1254bc48d5a33b4b62d1f1ecc,1
81554555b8916cdd87fc990ffad11b1ce588ed6437177943edc03b874386985d,0
30717d33a01fa7be84cde3d5589c4f9d981607b622d3f7e424c8c82b4cc1890e,1
c3cc1b4d286ac29fe57a2e64d8b582e58b581e522ea49cbb98331ef99fa6315e,0
f916265066b0a6de0d80fcf3a2edacd8186c3df0c3405fc13051602067966115,1
84d437cc3ee6f0ba8d5f6615f84207cdcf9ae590577bdd9d7389e311c8567e5f,0
0febc84c803a564c2cf58494ed5412efbd44e059c6262c24cdd5d9dbc132b118,1
6447f72f031194b9a2685a30876f894813252da2338029c421372c5fcc7fff69,0
27301608810a657cbb2443cef53a1b0d647cdb60b6e71126f25a9d9d2f4af6f1,1
8a2528e0200157328bc0011753273580a06ae61f1a3113b0537e84f1b308a96d,0
913cb51c6b58b9bde547264f847dbe26737f04f7aaabfaacc8bf1e98ae0f3c63,1
d7431337b532c70eb69bc3a897838a9ba1d42d58930aceff8e004b7303910c73,0
76531755936be7d6bed93e83c1bc0f4a8f175ee044605b74179d3b419bc93b32,1
f125e56c6499912657d65bb2faf148ef9d50489acb702e512c86ec74888eb673,0
4da3d8d3ff113bcada4e7ac64db1b5e413c58c83805c3259c183613cd46a07dc,1
a14ff1f15a97550654a8f05e4978cfdd2608e5a08c3d8ef895b2b1708bdfed76,0
f1cbfc2a56547e7f2efa2f63568f26f02960d02e9b90f8157778b88087daf2ae,1
9f12985626393ea8b15cc5d8a622e3c3094d84dd72aa037f151c7d418cefb179,0
b52e33c41f7fe72821e2f1926cf11de1f4e732c85f4b463175db042afca5acc8,1
1dfcffab28674a7b7a755abd650a784cc95c7b6d0b87082ce12ad7a7dae57b7b,0
3d172773134dd980d69d50e0f83f50e0a02129e25312c51ea53d2ecde54ed9af,1
bafacdd831f9bc7e06975e779ec76ea6f67ac0ffae86c2184294e579669c4b85,0
51e69c3ab1babb5348767611753e8e4004e7d047debe27eb5187d9f728d3ecf3,1
ead23cbfb006431b5e828eabe7a257c7700ca9c784f8af81d29d8f6dc55ca188,0
2846fd3640f3849e9d6496ad83f4d3f4364cafaa6e92a82da34c783cebad4f63,1
72ec3d781f2615a64eea6faef42d35d0950583923ebeb62076c7bb4c059e3e91,0
048d6b6114c05cffdc4585360045d211ff0e7c2e2e23f2b40605ff176914bcd9,1
bd616b42ed7ab9622977941f70cfec194f6770eb8f118805788a2eb83fe8d79d,0
cfbf36bc2c5415af1e35eb0f893f8598883e90a9e030d17db962b7302c7cffbc,1
3935ac0bcd6fb29070ac7e1903cc8ba8b1073795df750d6e0063f9418cc470a0,0
dcfb8e3c80e3c1aece209184604faa7c36bddd083561fe26a4de6e39fed51bd1,1
c4b0fcb927e461d62023cfd39e80a242fa4f9653577223b2509fd5e0c8204fa3,0
4eadf82c26d09ab7c6e118d377fc43033fb5b5620ac3870cda6ff35f11aaf59e,1
c24ed2198684050555a24a55cdf1ba129a814a5289a300c308e6f50eb69ea8b5,0
a2ff0d467f7ec6c71b460e071abd5522c2820807cf27202fc456047c554433c8,1
e064f78861e871ababeb2c28838415dc648a0445a8bd4529266dfd4ca80438b8,0
0daed2bf7458895adad8721ddb15573ec6662f354b1aaf00e64ef037f7d7785e,1
f45cf273291d5a1abf14405f1871d9eab09143e3bfae920d291477ab6e536cc4,0
a8ad35395dc913b94b89200c8bcff9de72b0f7a105302e6aff9f6d64629fbf32,1
0022ba411646611ee9a50ba031e704c75f6d4dbb66ab980c0758fe8427c289c6,0
a5896cc9faef4c582af6227aa6e48ae207b07f0b76341035a9dd4e2d2333a59e,1
7720683f1519405875880d390bacad3dc529855d2c8182f969aab59b63ac3cc7,0
2458babbd3f1d9a09c735bf1c2b82755552df314a98c1f0fd030de80ad8f24d4,1
a83b6537faba2b9d7443ec421e03585c2ea854bd97a00c3aa86892a9b30e10d5,0
79fbfadd5dc9b4deb5b111c60cb686cde42a4dd197339bc25c647a5db90b8e82,1
ed99f65f7cc02b638ae902bcb989caf6d7c80f9c3c2c903bf0f2cf37946951e9,0
3b461a958c3d25e707911ec1fdfae23838afce7d93974b4721db64b652796171,1
db336e6761ae3495ecca9e708f29b4a68623f5dd4c7ca7d89c7f5794103784fb,0
262ff4e3b749d5bca9c05faaf88e938a1055df44815c5601d1a39c91c929b2f4,1
b52db8e7afd37fe097ab023eca67ae4e9573bdc85f780798e2527c1750ad15ea,1
320e546bdb7efbb9400e745b464b6ec6011334c1350203a0637b26807d25322c,1
9af85b8981596f4d64cee8294732bcc3591f0958f7e7c265eecb592b14472e72,1
26dd5b7de87be1eb8b63221a4adf0a08ecf2e772603ba2a83118976ed2f70ecb,1
b4f668c450efbde7089ae82bd40a209d52cceef67221a39afff7f7ece61d4ee7,1
a6882b0e08aa973b3a07c2c9ddd7995cfc216de4f9af8909e2d33472010b6149,1
72edd47b3432fe5752ba91277c45e3c26a22107230970fe51f045e747ecce095,1
e28606cb85d75a7aba16a7deb5fa99156e1fefc08a123c4b8761b7f5a7916867,1
9f0269e3bd239d8337aae5da49183cd86a8d772f6a613ef431c7b6f846b5d523,1
fc130001a35d58a5b466bb54a0e84535f1552e15d952a0f1ccc587e85870ef68,1
83912600add7e3d607588b520acb6562b7d1c7fadbcdc80df14b751feb2bac26,1
86fd983ad166463ae3ad7ced4014a62f22f44ef1728ff3713a20f8138b051f8d,1
6a7e805e318e886ac49634104dd152bf83d83790ddf68a884dc15f049a0273f5,1
9ae04ee112fb4f9a4932b9ce5a09505501b8c9da0b8a34134ce36101d848d44b,1
ca98245afd8ba1d0f0ae24dc7f335610e27621df6b5a0dfc3846dea2bc79e6c0,1
eab28aab218c0a6af490b4aef8fddb3b6c8fddb07934a17ce95a337deff1fc1f,1
c388c8c0596a22b6c2bd6b9909dfa1f336279574a9c5da3ce8d963e83db539fa,1
ae137df78b63ea0a9faf43ecd4ef60e30c193417c08448661929bbf0dff9b7de,1
da831196aba56fca6309df9833a9adf3a0a00e0a50a39e561d7df67a8bc25049,1
dd917c7604d5511e51982d078adf5295972881c90cdde81d16d2b725c5608265,1
56827001087a28a98eead8cd6a859bcc34cee4cb8c00fcff26274ea5d2eed90d,1
672cbbe2070b8589854378ea01ba1f457632f72052d1cb0adcd4c371983e888e,1
a5916f6039afe18e76626c3b160eb3ac77434eca1a11bf96f49e65f5aa445f12,1
8a1f49e59eadae68b5923c20d6f3f0c305d6879e12ed50e3bc0a7166c349338b,1
9a0a034e710deaea7a45e895ed14cfc9ef7670f1671fda2cb63171dbea4fb879,1
8cef8d7384dc9d14657585a93d8d349fe8e8b8546d3929b29b8d2d84a7cd2fb8,1
897f1e361c3f94f2dbaaf92cb5f558506adc43ef192b18965ea4dbfa83686fd9,1
93c335471c8d6e32dc238543c13ff850bbfc29b40f0b580abb4543f6dbf4e8bb,1
e4118505629187ea6a002c0d1beaf7263a36fe7e3b07f90f89061f080c21b80d,1
fc194d8bf7453ac93ac6076b457db648077ddb9e25a620c0ae1503c163ee83b2,1
2bd9127027e96697059fcbf9874708a75be1fe807bc561a1b0e767ae255e3646,1
2ca2469f32fe6c4e69f3b6a09b4c71e554dc55f94cba42146e2274e06e3c5798,1
9bc2705760adbfe170e30635302f791c47d2b48a2be3e8db6c5aa46fa41b0f20,1
5ce9e5059d8576a80d724a07c3e5be9bbc27416a82a5978cad32b015c0ef8969,1
45721790b8a9602196d00b3ff4327505a0a5740821094ac4a5979c8ed2cdfed3,1
0e08fa0265cba9e9386ce620d522faaad1998a8403ead05c63c5c754cf485bcf,1
fd0d608e28337c0329c3fd52cc1d248cb31c4b4dab6e0217c5289ba76118d739,1
9190cd07a29405500e940106d6018b914f174741207ea4c8e6da0c017148aef5,1
e1fce92705c9efce715c4a49ddd8ae7f48825dc459c9a390b4792e48269293ba,1
534f61ad412dfa88603ebaff6e6b1d545c3f8a10fcdd1faa42323740fe787cb4,1
b7b44b078fcb693ada239889f7d7a4704cd0363a6749b051d6447d5c429a2650,1
b3bfadcd97a37963e245ced67c0e36cc5cb4d2d4535ab8a199a3e3cf02d11cda,1
a6f38b2352781dba2c8095657b0814ca3f33675f4c1d96554a937b50a1b78831,1
c29c2d7ee86ebe70b621f717a30a07000adbc1e3051cec84a68fcdf801038bbe,1
e7515ae22d21c9187f4730f8dad71123c40e5a5e2a2dc6effa600c062c8c7cd3,1
d23973951466d87eb345cd06783733aee74f47727b0fd4eda27c6bb4504b0059,1
682219cc79a82cf6a63db0553b6767632f872dfe79d8792f554c7471cc3891f5,1
fb737b1e1ea24d44f5bde7c981e0bb95776cf2f5b9ca2c2d177061cf9d2a4caf,1
2044c23713c567381d3f04752c5beba29cad5036dd6640f1a28a0454842b0f2f,1
095706292929c24be66b008c21bb12bf720207c39f0d3b3b4a9921c49193c39a,1
