transaction_hash,spending_transaction_hash,value_spent
5917aa131e549c6075f2ad64322742c01229491900db5e2112e24c052d4312d2,781a727d94ca42fd2e87615d6afbb0e68115b31aac4949e026ce8b6e261e8cca,1661675.0
7ddc4a14ce092dd8efd911e8bd786b811170549d017bcb96c108e0613873c0a4,15889d4a452b444b1d6ca05c7310769cb4cda859858b763455d8cdcb2386fe08,1661158.0
b621bc24699d6663255ae24235a5017449832f9cb83225aab7c225f8cb4200a1,08cd0a296f60f4ec7aeaf67842f6904add36389861cac0e8b5af1823e0ff2207,1659759.0
91d4c79ac73e45f00c425d97cddec7124d9c804a56c705ab194641af6a058fd4,428ba97b30481ccc42c02c775afd51fd83690f32c3c90ba2cf52b0e94d34daec,1654450.0
75bbc2c222c73ae480cf1182c49498a1b28f3d7ff5f4782040ca589298b577be,89b88bb69e3e41c9b194a750af88eb7a6f69ef4f2e5e1d6f7372b9c4f906984b,1653662.0
ae805b0f1ae06ae05c5f80f7d199841a9948a8aec3ee583ea09cc3ae656019f3,d6478f75e6574a90709c545feb1f3b50888fd0c350449376e6e8c9034487261d,1642377.0
ccaddcdb4adb70a43d91d63c1ae7fc61d897f992a24b9ff22e4d05c6280286cf,b415b18a6f345d9b39be6a27102f98bdfb77e11d497eab4c37ad232567ca1464,1635476.0
f2f202375a10538b073c1edd7738cc339b2f27a44878d73e7a7bc39283c1dffa,c66e35332839ba8dbd611f126165d35a19ed994975d027c76c99810b39ed3c11,1630709.0
a9b2885ac53f11772809c1619b9a32859dc6e50ccff9a0bf19253c5fcd15de09,34e0d30855da0d21ac3114a2ff4c5406b0a2955fcd54463616a15fa010b4b4eb,1629803.0
b415b18a6f345d9b39be6a27102f98bdfb77e11d497eab4c37ad232567ca1464,2a8b14366882c864fa278fe57d3622c4b34eee538d6d91f6c2773265d1d78959,1629600.0
2a8b14366882c864fa278fe57d3622c4b34eee538d6d91f6c2773265d1d78959,70a13892f9cb474dde4456a9575ba4348a291cb595c1a07e3fdb3ca634573fc5,1626318.0
ae6f1ebfcf090d8e8b754fc6086b47d04bc35a1da0951bbbc2252ef414f344eb,5a486b920f51d9d6c5c23f55b9bca68c232e21b575f1c851d3a9eb9eedcdcd71,1613263.0
a46dea10b38b40c7065f4ed6faa9c8724e52d5766242580a02a679f05d0988e4,1fd6ab9b656322c8d6795fcccd8cd8e99f96f1b0c9102c215b40f215007498c5,1608777.0
21fd0572e342f146dc35c3644b422ee9af40fa91580551b2a0c01fb1f65989af,428ba97b30481ccc42c02c775afd51fd83690f32c3c90ba2cf52b0e94d34daec,1606980.0
3f697662d1d6bb08a6224b7168d05385af1e0037c23ff8dfbf1c5e8817fa6827,598b892fb3650410390134c95b79a94da159554204fec3276611201904bf0b35,1605073.0
46548b1da7523fae9fc84045891b85efc4de845d23254628d8909fb4401e7438,70d80c7235f30aa2169f09e0bce93b7cec72f140aeeaee851ed7b33e7f08c86d,1600468.0
899c6c601f1a50ae0e3d7ca09ef5aea75b4094be99eb7e1d949a39471a45f481,19a4ef92b97ee36a0fca452dbda01552c74d510014d01beee68ab683357abf08,1598513.0
0a0d6a60c449ad488a99c72b156967577836fc40b53354f6da6c62d1cd15924d,4cf4c98f3687dfc9aba6d9aa7a84989062b6a66b515d31c163573c3e3ae80d0b,1596000.0
d2b07ca9873c82ee436d83edcdaa2f5fa80eb47a61fca40dc47e401cf99c41a5,7c2455e8381c2afde408a36c36f747b812fb8c8324140dddbf16c309c6638497,1587865.0
a12d85eb093706855e74b73687677ccee1862a55d966da9f429e1b2812bbd024,a718cc4fa1c63b584114af683c85f4f9486cffe788e7ddc7152e15308eb2cdb8,1585341.0
7e2da29b6c813882eafb41f72222e4e7a91ca0e91662554e1b2ea3bebe1be147,04bbcb01a1e8341047473889a0c255cc54ff17935cc812dd7c2ad673ad331547,1582522.0
9c9043673faf399be14ee0bc273882e3719a22d8df2396ad8a2e68b057e7e5a5,0525295604a6e3fdd2229b082012b800d0750096ffca676c90ee8f05eb34bd05,1582118.0
3f96c9e97dc2b3974be8209754e0146aaaf5abfbf5d79ea4ad009dd7b1083cd7,e5b783f77b60c0b606d8716d025328e5ecf95e2219166b54e74877530f4decf1,1579304.0
f78318622f6f8afe8d5c6a1fa450ea3b4b1db4824abf309ca0029b1f3d21ecff,bb810887ea0cb9579baba6136a6882d8809b750a57c1983955f128ef3f03a36c,1575137.0
0525295604a6e3fdd2229b082012b800d0750096ffca676c90ee8f05eb34bd05,e2093c9a7c305f47067ac8efa1df4577bb22e8c79ba77665817d4ea4d39cfb18,1570312.0
f25011d3b61615ab2246208d862fb5f01e9211b86cb7c0eaa48320e8f8f7a064,49c6d406281d815ba152ef78ab760f8226518007f3fabe1d40ede7a8bd39e63f,1569886.0
df124e2d5f4d8cf4d0c0776d03479917c186caaf2ccc720d143c760afa81abff,12ab0ef021bec642574a3452f4f37fdd490c4da25775e2a8bc3fc115d203776f,1562885.0
e1316aed1b10cac433cb4e3a3bf418fdcde4a0ff75028b4bcdc0fb6c67a98fc5,c3745528ad6ec9fc7a1ad1e4c0a5a2b355942fdc9f12906d7405dd55f0d69ac0,1562143.0
4c84f7cffc16c1895ca1e3c0ba498d1216c502f6429e8cb1932b59f34231ee8e,818c61e4a03933cfbc6942f15857cc071e909b01ce18558226b76da5c287147f,1560000.0
a01d0dce4fab68e943a428984b6571919119fbbd39f5b8ff427d9410608ae727,77f2fdabc98e2e30e4a9a6c606d667f5d10699df54858491755ac0ac0bb420bc,1558594.0
48e3a2a3400bca4968ddf3876d3e4cb2446d07726cc2c82c5b6bed2e7136266a,428ba97b30481ccc42c02c775afd51fd83690f32c3c90ba2cf52b0e94d34daec,1558314.0
1fd6ab9b656322c8d6795fcccd8cd8e99f96f1b0c9102c215b40f215007498c5,e8dde3ddb33744e4e579239acc0a74c8964caaadd5cc99683fb496b1bfa58239,1557035.0
50eb7aeab89735a0800fa71923bcaea4eaa65b3d6bca8ce1ab0c478798ce0454,05bb3ab4136a203f38c8b97a9be416762d64fd3225dd091f01279ef36d49abdc,1555887.0
106b5be94509d735fad220da61cbbaa19656c0d65336e1e5b7d6716ede414011,de5dfd14eb25339002ab4909935fa44ec3036f9636a9574b102eebb211a622ec,1541550.0
6dde91d09fa5f16f10e6873236c790390f4cd8bfdf16b50e11a55904f56b7bd6,0be7247a1608034895304523cfe937381f3298d406d1d9dec7f2d13bb63e5764,1537340.0
1bcb67fc697d1bf4fe48315e118fba9f938d0920227e3584c1f1222fe7803cba,428ba97b30481ccc42c02c775afd51fd83690f32c3c90ba2cf52b0e94d34daec,1536381.0
53cae03959256c015ad419c41e268f1046b3e817ac83efa1a60748d16e4bcd71,12ab0ef021bec642574a3452f4f37fdd490c4da25775e2a8bc3fc115d203776f,1536000.0
87b0cb2a59a6134d7b1620fbee000a7e7578c6b7aecaed0f5d1fda53c978b88c,42aed79ffe443e05a56f380bb8d0c42f5f7df525445f0c376e2b6c62bea080dc,1535844.0
3ee55ae6ca01f7787a656a323a80b1b8e4006a12b06329867552763ce6a9718d,82d4d35d95614f4c52e9bdaeedbddd527d348b78aa2bd51ce17eda3a85ff0d75,1515009.0
82d4d35d95614f4c52e9bdaeedbddd527d348b78aa2bd51ce17eda3a85ff0d75,b0b5ddfe93fb3ae963b07d583b1e16e7d1cd9d14bda4efaf97ab236566f41cf3,1514877.0
83c6ea7fc632b5371fed386effebf2731bafd286a2101cbc98c6c123e3c1fc94,9e2058f89bd881fa54ea9828658dab5eebbc621901805a42055b1603647089bd,1508020.0
84ef01a71d5064d8dc51b9cf3466a5a9a0f79b1376daa77cf8351a0c20b1863b,74f9cdf9b2eccb6f5850b072be680294ca321b4e5cb533fd67d765c2f1c7e196,1491158.0
93295540b2653645c4aac182ed9ace5d83cce7bc22379a152325dba743311714,0fcd50a04555da0223beed748d49023cd3c87d02897b190d1defbce2fedd3484,1488365.0
57165c8d7e48222405261aada49650d06c43b0e8d7fc68c36cdc77a5253418a5,406aefbf67ec62b0c22e5c64558e1485890448aa74cb1630acfc75f8f27ab7b4,1482411.0
ad3335242555d8dabb726dff253206be046439b641e343e193ec060d58999a68,605551fb6a9088e6b5b86d44d0d4fd607100cbb1f0413e8d40ab7a6166d2504d,1477366.0
e2093c9a7c305f47067ac8efa1df4577bb22e8c79ba77665817d4ea4d39cfb18,ce9978d81e3b89e6e49c7a83fb59351b8fb83f9f371bf16cdcdb59f971e4adfc,1476052.0
34160c0ab8b2995efd59efb3f89051ddc778e17d3b14a9f73f8be0fe0eb72689,f2d2038d6060cb44fb4f62eebe22da8660e602307d32c62183d89bb98b315467,1474291.0
42aed79ffe443e05a56f380bb8d0c42f5f7df525445f0c376e2b6c62bea080dc,e4f8de19fc4d39e50213a8a7e3e4eddfed84c483636432ede2e6431b72425dcf,1468614.0
bb810887ea0cb9579baba6136a6882d8809b750a57c1983955f128ef3f03a36c,db9ab4dd24a43fc4b714bbe60e764a212b58c681746fb955be7479c486d0e779,1467626.0
808a980a4364152669ca003657a44712b72f1fc87b7f23ddfb184ef8c61d6480,0e73d0ed0619101580f1a697a40d7e49bfae33af7faef381f510c205632bbc8d,1465538.0
ce9978d81e3b89e6e49c7a83fb59351b8fb83f9f371bf16cdcdb59f971e4adfc,4ba0517a266d39f72e15cd73db39be7030dec4e1dec579e9ce55598cf7cc2bae,1450560.0
605551fb6a9088e6b5b86d44d0d4fd607100cbb1f0413e8d40ab7a6166d2504d,57711b32f70ab9885ad43e04b1af8ce9fc3c1911e4db25632c0ab82ad2e66ce9,1444674.0
3d3f24d002e116f8ebaf850684aa545405c2307673342f7f2b2a66984abbdc4b,59fc0360675cdcce741d14e0d9ab74137771322c8ec320c32f319ca46b00cf5b,1439178.0
4ba0517a266d39f72e15cd73db39be7030dec4e1dec579e9ce55598cf7cc2bae,470fdac452baac2c39c37222cbdf4f5f1a5d50d42ffa792c0a3b36e30a6e5818,1433393.0
d24bb10ecca4e0f48d614e39f575a4dd66cb52587e54ab3f1bb2adc4231f56c4,428ba97b30481ccc42c02c775afd51fd83690f32c3c90ba2cf52b0e94d34daec,1430877.0
367cf6e9b7d22929764df7c1354d4dbf742ebeda9bd9096a49c0ead66849d7ff,5c77a71a54aae79f32826b0dd1f2098c6e876d9f3dd6008facdbe95d6574d930,1429405.0
4c84f7cffc16c1895ca1e3c0ba498d1216c502f6429e8cb1932b59f34231ee8e,0e5a045c4a953696fb90a507d7f4ac9eae594e9dd377b9deec9645f11b67a44b,1420000.0
db9ab4dd24a43fc4b714bbe60e764a212b58c681746fb955be7479c486d0e779,66e06776f6d1201b84a3f948fdbf12203af0266c85cf660d43e3faa3a4d3ee9a,1417547.0
6a84f66a111434515604c18768bbac2dc29be09a28552731a995566e7856f8c8,428ba97b30481ccc42c02c775afd51fd83690f32c3c90ba2cf52b0e94d34daec,1414950.0
236cbb13f0ce08dffb59041e109837fe3308cbd9272317954581021d50771c12,6cc6a43119084d53d8ccd8fb21001695a8ae3edfc71b9db0d91b0f9e22576d20,1411876.0
ca8a869ef87ad47b8b974354de128a9eba0c661d278e174f80584e60ce1ec10d,cd2e91e6b00bd7f74c421d89dae1601e562047ac359d2016b4b25e751c12fbb8,1411703.0
e4f8de19fc4d39e50213a8a7e3e4eddfed84c483636432ede2e6431b72425dcf,5c425bd6a0c2c0c67cadc8b7d0cdea4a1fe7351b57c4c64f282121ae7967813a,1411304.0
6cc6a43119084d53d8ccd8fb21001695a8ae3edfc71b9db0d91b0f9e22576d20,b7344e7d51351bfafcecd1c6108342da7f038fce6514ec52baa81bf848fb5688,1408601.0
5e74b407ff0cb8c89dfcd216ec4a0f8794dbe75c97a4bbdbf82c1f096e401b57,87e108f04f633c27c45b9001724f6cea03ddc1be323231a8414fb621b0715be8,1403682.0
0f7cc6a86da7e4798a72b3afa2d14ea9db50c9b5b577302a4852f0d67c26da5a,abcfda494bc6d49ffe0a396dc8551c9f5f9174279c1b2196af3c7f6e9a33bb0c,1401597.0
e8dde3ddb33744e4e579239acc0a74c8964caaadd5cc99683fb496b1bfa58239,3c9325e22eeae07855f87c9c9e8e2e032ed8be1ecede0dd35c5e0bbc9193e12e,1398428.0
92988295c58654ab2bd363aaf2e0abf78b3d2978256de202d50e9cc934dd7cde,6a2ead886c08b3faad0fd6e33aca9fa73ec1569ea905634f822c156ad93f584b,1395867.0
77cf66c27a1d20244e702655d4bac4c9492b04f87c6c79e9c0ee23bb61085d2b,0340f8c39f229656876bf2b49695b26841d59a4e811700e57c84024342065234,1393296.0
65f4549f31c6661130be7b302905f3427eaa858837633d1d140b39fb6299989e,88f4341d4de6031eeb4b402a53b37f63475079a39a0b088ab1c79219bd5d37b8,1391451.0
470fdac452baac2c39c37222cbdf4f5f1a5d50d42ffa792c0a3b36e30a6e5818,463ea96aad2dbdfea14e51c2a4fd95e9ef4abf0d8c72b42dda006f1823243b10,1390296.0
474be695c4b33381a5d71dc9a71f993e5baf90b0d9e1fdb8ddb03dbb74ac263d,c51be552aa23b22d67634666089d82d270b86513808e31fc30ecc3d46cad7fa8,1388999.0
f18ca29d37a8158c52ea6ebc5087e0aba1ee25bef70a9a637793bd131407aaf2,428ba97b30481ccc42c02c775afd51fd83690f32c3c90ba2cf52b0e94d34daec,1386146.0
b7bdb230bdefadb9259f4593ab13dd8048a9d2903c10ef4566bba224c9484f3b,513d0bbe60f8938f79bb3159cd51dcad1af6ba29925697f8967e934fa2e52ffa,1384350.0
9068ff79517045785dfcd8fd39ccf87cea31d80ee45c55271ac79c504e0b7b2d,d76715b811efa7c66bd3dea33734eb282d104c38a696ac63cf3da3bd83d7ffbc,1381680.0
3c9325e22eeae07855f87c9c9e8e2e032ed8be1ecede0dd35c5e0bbc9193e12e,bd0d0a6369c4f55bee1272da4bbff86a1bb043965187058bcd60ca1320797c5d,1375388.0
0be7247a1608034895304523cfe937381f3298d406d1d9dec7f2d13bb63e5764,3954497afbce2896c11eda51b40ca36e3798de5bbcd3ad74847a6ba2935600c5,1372636.0
24468786f1c276a4c0edba1580d1bd11d06af80c4727e9002748514b64213f20,aeec660e9882088e4b65206bc8f6746cd0e17eef7c9ae779497af4d8106abe44,1370500.0
89593e27b0dcc6ebc26afa85482ace59dd7e3a743a18c9d433bfa5803682b6c9,f9801bc2f3444cf449db06ef6c89782383baec26a61e2c5b72f52c4c87316448,1369956.0
a7f21a5c1987f6fa3b89cf2c3656f024504c3537fc6314054f7d67be6525a933,428ba97b30481ccc42c02c775afd51fd83690f32c3c90ba2cf52b0e94d34daec,1369932.0
f9801bc2f3444cf449db06ef6c89782383baec26a61e2c5b72f52c4c87316448,428ba97b30481ccc42c02c775afd51fd83690f32c3c90ba2cf52b0e94d34daec,1369738.0
a2b19eaef22e3a3c65ffbf0763a4661538b37ece9a236cce7fb8c63dbaa48711,428ba97b30481ccc42c02c775afd51fd83690f32c3c90ba2cf52b0e94d34daec,1359524.0
9dac63d1efd00349b2ae097ffab81733c21cd95f9b25d7e07bfdf2d685610a2f,8c65118c1c8fbe62247464e9a461def47604a055348a7101320d15aee140fea2,1342825.0
c72d8869355c04135c266d31bdc5941a08ebeeb9f00aa62f486233eb6d6d4189,09108ff05024eabc3cdb2a0278b8803c99b4799d194928ad66325c1f7aaa57f6,1339834.0
3d4665d038ceed6649e59e863cc038721ec29d47ae3386f714241ec46b088175,428ba97b30481ccc42c02c775afd51fd83690f32c3c90ba2cf52b0e94d34daec,1339274.0
47b4f871479a77bc6bc7f1af0cc10cff41b7e04686a5f62ab7e5520e7a3f84fe,03794f43c96c408cde90042d30e8029d7eb6cb20abc4005260ae823ba8b4b414,1338716.0
09108ff05024eabc3cdb2a0278b8803c99b4799d194928ad66325c1f7aaa57f6,b6155841a7d04228379e0bd9fe5cea87db025862277c6ed8ea02bb982754b07a,1336552.0
cfe4e42421034e4ab08f04a01ac0f82a749d2b4fffaa8445a5e7b30799beb0a7,beae2afcfadb3be2f0a83ac9554573d1fc5fabe887011109b5c38f95fbb42c19,1335855.0
c5727e6f442a81cb3b68591a06c58823505d40556aa1f600be4b109cf35d3eb3,463fbf587b783552cd68461399232587e92e2aec4f6a624b814a9427146dafc9,1335707.0
a7ffd6e333e6e1d08a5b705e0d81613707bfeefaac0ab4bafd455f6735271b65,b0cbb018f44e00fe28e0763343c20d036d4841061f719f300a7be167a60202c7,1335532.0
beae2afcfadb3be2f0a83ac9554573d1fc5fabe887011109b5c38f95fbb42c19,d416a2cfe72e8f3fc3ec2a9cccc1e019ec684a57a3f854e11bcf237c262b9ef3,1335309.0
04ef2968af65c5b4404adfca19c6ec2289f008cfef73589c4b87fb068eb39222,c94557c7f793eb5089ad2c84400263605adc11c8f8f6fba21035cb68c699447e,1334094.0
a833d90383f4fbdbf3c299939f6c342a23188e59f98ff5e9a7b5b7b69998d83f,3eb21c6d48c1f1f672135e63cf664d5be11a3c9653939aabf93616d79ec453a2,1333667.0
7521341b623a3c422f1c45b82d0e9715e9f5fe8cb67061892a91633bce853e12,cd38e4657af0a5d25fb6085b13553d11a3b339ec59ec07c64985b3dd7daebfae,1332297.0
779291b310f25245810da318ff09d7f650d49d1023bd37d6cff3411dfa3fccf3,92be0e2c9f557035cb2770c1d53f2dacc82720c1350b350bb7f8986b156e6f29,1332000.0
0f45755bd18a04634dd1c5fbb7905f82301da28dd4d78f22ca0ada0040171123,392093ff7af7b805c53cf2be92d86ea5dbeb538d63abd765b8bf32027444a82b,1327983.0
37fb0b2f973d8e483630c16a60b22f058d8bd19081d47c333a5e3de83629df93,e05d02d4606cefe87f942ebae5e07656ecaaf65013d46ac3f34a8c7587b890ea,1325683.0
2243b592c170a3011054072a49498c966b5f6af80b2626434bac17c2382decb6,2b56ecc71ce3890c22d2379288f1814d97b606d8748d0e17061e6a41627087d3,1319538.0
4e745642e154267d1e21ed41e0f1c68521b6b549ede75818431bbf32af92a174,12ab0ef021bec642574a3452f4f37fdd490c4da25775e2a8bc3fc115d203776f,1319181.0
cfe4e42421034e4ab08f04a01ac0f82a749d2b4fffaa8445a5e7b30799beb0a7,16d84244178de01878a8e2ee3b150ca28f872812c4672b8eaf81884d5e721a7c,1314202.0
5420295de16c659ea3af562c05be048701ec8cb743124f01be7d8d9da4e7c248,3abe3710b2f9179ae090bbe85ec863c0f5a940cd289f7bc453cbd066e89b46ee,1314117.0
519959b2e025ff370dee2e08732dc5dedb1833dff1e0819b6ff5cea88b6500ea,0039d6718808bbc5670d4f61c1f59640c26d193aeb3f489a818e4fa1a6deaa51,1313997.0
16d84244178de01878a8e2ee3b150ca28f872812c4672b8eaf81884d5e721a7c,c5f4e2e39e6594d0acda35b51ef069d775d3119a70de98e229514daa63fd9155,1313982.0
17ddefdae99291c245bf9a9fb028740e47dd9f9b166469bea910da4e2a345a9b,428ba97b30481ccc42c02c775afd51fd83690f32c3c90ba2cf52b0e94d34daec,1313599.0
8e9d622b67e24f9509d07cd032a4df88e0ffb761cbbb693dcceb44dcd2fcd5c7,12ab0ef021bec642574a3452f4f37fdd490c4da25775e2a8bc3fc115d203776f,1312150.0
e09999ab5222deb4428ef76439f2f51d223b201eb34b3031c9caaa5323a6adb1,54ddb5b53d341d8c3eb66227e334930b11d4abd8b3dd1b31f7aadca9ee02ed5b,1308188.0
ee4e73d3c1f7dc925153b5266d24e966a4dfdd6dc812c16e152c7bf5476c7efc,428ba97b30481ccc42c02c775afd51fd83690f32c3c90ba2cf52b0e94d34daec,1289011.0
3ee20bef503bf5f9b6b367e7cb07da07d88d64e4a44c9027011e0aafc2b693fc,1f5c9a89f765655c464344cebeb65bd31140ff014f917ffb137eceec80ca340c,1287738.0
bb73edf89c03ce6b5053b2dc420e8ec041e40709f7542e74fef28393445620c7,3abe3710b2f9179ae090bbe85ec863c0f5a940cd289f7bc453cbd066e89b46ee,1283403.0
3ee55ae6ca01f7787a656a323a80b1b8e4006a12b06329867552763ce6a9718d,b0cbb018f44e00fe28e0763343c20d036d4841061f719f300a7be167a60202c7,1281434.0
a45c9d30e992db169840c6687bd5feede9bbeb0694cab2346c61f8696d6978e1,ae5d6e3173f93a7a5d875932d1ff1f175b2698b03d0580651aa0ca71d440356c,1262448.0
fdecb603731fad2b12451e3b61652c6fec86689e1c937ac24017001b13596897,cdb7efef45361c4ab9e9a5e0f1398ee579891c6763dc3c27cf5defcc9273c5fe,1250978.0
93512fb32f60771b2c9862fec9922e8d828ff70df400c290ec647a95544976c9,5f1b51543d2a7c880e20400d17d987dc5d558c92f7eaaa1421adf2602d33bd6a,1248000.0
4bcdbe34054848938285513f9124925a8802b322eb8a2c9ff6fe255510edf9bd,428ba97b30481ccc42c02c775afd51fd83690f32c3c90ba2cf52b0e94d34daec,1247064.0
3df809f7c31c66fe67252cc95aa1a92651164ffe1d80a31b15f3ca9b17b08e1a,5f8cef555d04969c573ee866a7037c0a21d0f35f0b2921294097d00955306844,1244682.0
463ea96aad2dbdfea14e51c2a4fd95e9ef4abf0d8c72b42dda006f1823243b10,025224e3ad32485a2ec8b4a50d2a415779777f03428a69a5b73a9022895ae5d6,1242700.0
55cf21881963b651354eeeaa26a4e8fc4043c23a421e9b9c6c1fe351dfefc79f,8cb1fb9966cf1ee08b9f1e70430854365dbdde6a7d15b3b819c21c3b2e5ac6e6,1242469.0
317129005a1c76aeeb8b73e576f9e56100180842de8e266e05524689267ec016,0584fb2df2b2296261dcb43ae63016a6b9818a38aa3e707fcfa63ab2cea3cfbf,1240810.0
0340f8c39f229656876bf2b49695b26841d59a4e811700e57c84024342065234,b972a67199f9e892abb21513fa7192593fbc26577646c60a01d337e7c10feb5a,1233653.0
54d309e232d5bd7f9654089689f932f5dec7ef286f832aafc7b5fe68734f1e89,fff0d0f94df6790bba1409bfbdb69bf145a08e26f0fa26c1566a4036179f2e98,1231573.0
1b3a7ad1c8eefc06cd60bfbdb26c9df29657246cda17abd438767ded08556af0,1c05e57a5ef596116efb978943da93163e4c904aef4a77f5bb1dbe3415a8c5c5,1226972.0
1f5c9a89f765655c464344cebeb65bd31140ff014f917ffb137eceec80ca340c,fcfeb75533720de336b8146535b4c30b14cd2fc78a75ba6aca88dea1a0b0ce3b,1206888.0
5652ed8056048ad8c058512360babb94906ef051040c1ecab4ccf084455a45c3,47fd75960b47a29c7463afc68a8151fa096f81590901b2f10518894fb4942693,1206656.0
24f76a84bc182ace2c106a85549b376af5a1bfb7459e6d9daf5d87be33756a8c,9bb30bd8bda58d60479721b029b154b72392bfbbb4b5afe68be8103587583074,1204070.0
8619f5cadc83e23272da75dc31beee0343920238e5c6879527110204da436733,b0cbb018f44e00fe28e0763343c20d036d4841061f719f300a7be167a60202c7,1204041.0
ed05de024bdf332fcd77b6f172147fb462980ce86c616a88d94a863974bfac6e,e7571947c1cf089368dcca6ebfd764ab519444f95c51bb63c97c35b291503986,1203888.0
6a84f66a111434515604c18768bbac2dc29be09a28552731a995566e7856f8c8,f2d2038d6060cb44fb4f62eebe22da8660e602307d32c62183d89bb98b315467,1200103.0
f433d3fde14aba89c53626973edc66ef4bc19db78cc1d53455abd46e3f0630ca,8aa93b88300b22f65e518fa127cd1632879e3e4d30178fe6ed42d08b3fd443ff,1199611.0
aa9f75d8c08f0bb681ffa8ab799ef2d2b6671f07ac7a7723cfc427fb2657e26f,17f4c8538a0dcc55838094c09b319056efcf20db7d9c5d1e5c49be4fbc9520b5,1190149.0
695a5c898cee602f00c9a80690257ceb8748248e6b2c4ee08dbca8ba83445912,581a089c6573d0fca3c0fcc5ddbae1b87a8d7598bee455b8650b264b9847a11c,1189556.0
bc7b442ed602676bd26f7a3fb477546089ab9c1093a135a7037c42f5d797700e,bd5e12aedf6dc8960e6d9130762c33e2d17e48bdc4bc595d54079e0ecb1accf1,1189525.0
bd5e12aedf6dc8960e6d9130762c33e2d17e48bdc4bc595d54079e0ecb1accf1,1183edaa473e185b97ef82631bf70856696694d1111303a96fc52bc07cb0dfb3,1189382.0
1183edaa473e185b97ef82631bf70856696694d1111303a96fc52bc07cb0dfb3,b99e6ff344300a3b7676ed6c9cf878d5f7b9477f758dd5ba4c4ce6cd84c458d9,1189239.0
b99e6ff344300a3b7676ed6c9cf878d5f7b9477f758dd5ba4c4ce6cd84c458d9,33eb98377163d3e2b2f7b2326ecc3f8941976d250a16768ed99038688aef5d79,1189096.0
33eb98377163d3e2b2f7b2326ecc3f8941976d250a16768ed99038688aef5d79,e7474c44a5f159aa62f42a4719a21308635e38d2fcbee6b8c0eccd0e0f2da7bd,1188953.0
e7474c44a5f159aa62f42a4719a21308635e38d2fcbee6b8c0eccd0e0f2da7bd,8c015c47ae4222c227963ec71785ce9a99a32910774e4fc9be934236b566cbeb,1188810.0
8c015c47ae4222c227963ec71785ce9a99a32910774e4fc9be934236b566cbeb,52a2ffdcde67fa93978edaae5edc17eb2212819549b0bd6034d535bb71c32892,1188667.0
52a2ffdcde67fa93978edaae5edc17eb2212819549b0bd6034d535bb71c32892,d536c16519f8014a3ae7a949f1323c09f69f9d5e4d208219eca9ea5391634857,1188524.0
d536c16519f8014a3ae7a949f1323c09f69f9d5e4d208219eca9ea5391634857,e75b85c1526f3a7f76f0a33bfdd70df12c05575c501b651dc190fdcc2e0f6efb,1188381.0
e75b85c1526f3a7f76f0a33bfdd70df12c05575c501b651dc190fdcc2e0f6efb,19ebcd7945f9954387594246edfec92c342e2005b8df4845320ca7709c907ab6,1188238.0
b79ae7d33ef6a5cb11dcfa170537fb87e814287d1b1e75a592565c1cb6b0777a,ba23278ff6dc9192884f2625fa1fde9b1578f3cafc01a84e96a7e91c2b3c7feb,1188141.0
19ebcd7945f9954387594246edfec92c342e2005b8df4845320ca7709c907ab6,91ec936faf4a0e50c289adffe8d6742ca959577fc02d9723a50ea42e0abcfb36,1188095.0
91ec936faf4a0e50c289adffe8d6742ca959577fc02d9723a50ea42e0abcfb36,71a802475143c729f618f0f8951292d96e36a46af0bd930f2eededa7a6569ade,1187952.0
71a802475143c729f618f0f8951292d96e36a46af0bd930f2eededa7a6569ade,319de29cb8d072a83298fa884bd855e26e292dc2bd3d7cdd8e408994d1383be1,1187809.0
319de29cb8d072a83298fa884bd855e26e292dc2bd3d7cdd8e408994d1383be1,b0fdfc114f87d056aa6073621530e3aa78345196d5ae7b56fced0380d3a23897,1187666.0
b0fdfc114f87d056aa6073621530e3aa78345196d5ae7b56fced0380d3a23897,6bc222004c32dea442c1243f0df9f5d027a329c4fa0d571041230a28699a0a56,1187523.0
6bc222004c32dea442c1243f0df9f5d027a329c4fa0d571041230a28699a0a56,3ea85df7c9855522f62e88bfdcfabd45ac79bc648eaee545aefb0be1f07d2520,1187380.0
3ea85df7c9855522f62e88bfdcfabd45ac79bc648eaee545aefb0be1f07d2520,0d4ed0389fbf44ffc1b86f7d34a180568a3de1bb75c9079772d6072d24a95b2b,1187237.0
0d4ed0389fbf44ffc1b86f7d34a180568a3de1bb75c9079772d6072d24a95b2b,61f433373ff9c028e2b5c9749c1e78f6726a2af8d5b1712e52ddc2b2c9a95ab8,1187094.0
61f433373ff9c028e2b5c9749c1e78f6726a2af8d5b1712e52ddc2b2c9a95ab8,32b266f7c843a4edf28a57edaadc162970bf349dc06d1d0d5bd87b7764a377f6,1186951.0
32b266f7c843a4edf28a57edaadc162970bf349dc06d1d0d5bd87b7764a377f6,7ef03cbe094a7696bee244560d1b12efe477c33e8b2ab944c0934ef9f6a321f8,1186808.0
7ef03cbe094a7696bee244560d1b12efe477c33e8b2ab944c0934ef9f6a321f8,f11c53a5f3559ee4766d61687ca92fd102b615f226dbb533155819516a7edc53,1186665.0
f11c53a5f3559ee4766d61687ca92fd102b615f226dbb533155819516a7edc53,aacee1a5c364ea508f9afda80fa9e13ef7461e6764dd173da8dc4b6f8d94aab0,1186522.0
