transaction_hash,spending_transaction_hash,value_spent
ff688380cfd02793a4f399da935782ad14901055bf693323e662b3fe2157b0c8,03de387b0d1302be9cc9d467f4ac6ce3841de49faf358faf36487b60a995f560,2378976703.0
03de387b0d1302be9cc9d467f4ac6ce3841de49faf358faf36487b60a995f560,b51774fd689dc6e4d65a6a7c05b5049cee01e6a72ac6ab6625bf2b61b2984fbb,2378038659.0
b51774fd689dc6e4d65a6a7c05b5049cee01e6a72ac6ab6625bf2b61b2984fbb,5e45aa479ad3649e85de6c35587da3910739c95019e5c9386f020c91e93ec2b4,2377050815.0
5e45aa479ad3649e85de6c35587da3910739c95019e5c9386f020c91e93ec2b4,232900fb1a1125d9772e3ac646ec65911b277865fa06aa16d1aaed8e1b5a7d18,2376114971.0
232900fb1a1125d9772e3ac646ec65911b277865fa06aa16d1aaed8e1b5a7d18,f023637d3a21910f53dd96556cf24f3083d2fb9afe366fc43c9d2a140ea8cd75,2375129327.0
f023637d3a21910f53dd96556cf24f3083d2fb9afe366fc43c9d2a140ea8cd75,cbd5e13ef7655d27eb52d3eaa3a5760666bd01b4679d891bc42b51334a553a23,2374190483.0
cbd5e13ef7655d27eb52d3eaa3a5760666bd01b4679d891bc42b51334a553a23,73d0d4dbc2b2a78afaae74748d7a967b6dc1f25f8e1f376010e101c3d0645293,2373245039.0
73d0d4dbc2b2a78afaae74748d7a967b6dc1f25f8e1f376010e101c3d0645293,88f254420d5e079e4247645e14fecdf4e3a17f321f14c8321cbe18e39fdf618d,2372308195.0
88f254420d5e079e4247645e14fecdf4e3a17f321f14c8321cbe18e39fdf618d,f6518c909914866fe614b33a046144c8e22da042eb1824a5b04db55d6fa0f9ac,2371369751.0
f6518c909914866fe614b33a046144c8e22da042eb1824a5b04db55d6fa0f9ac,d7ce23a00b70db03e08d6cbd9c263a87c1f6859c34a87bf87b34c3f06f675352,2370374307.0
d7ce23a00b70db03e08d6cbd9c263a87c1f6859c34a87bf87b34c3f06f675352,51087d56b3d896100966056521b44388370d918bdc213ee9b6bcdd1b6444e062,2369452063.0
c41c5478be239af2dc62d18655c94a6d511b5ef33b61a4266cef913e5238e06e,8c6e095431889a660e80137dc1c4dc567edd78b4cc351fe7302ad0d388e5911a,2114045567.0
a66affdf1c02a33d61319cc4f4a1aeceb1706482db724aeb33389a80c41e378a,8b3685c1444446cc81214b8b8e6ed4f22f45f7675349372a39497ec3a1778164,1786160710.0
e0dbcecd16b5e4d1132c061b3c57acb8b8b866189b0665fb6dc509ce8683a8fc,609e5efca76551096af96650c6b3c8432ecdd0202202d7c7f387d75ecee838fd,1785367728.0
609e5efca76551096af96650c6b3c8432ecdd0202202d7c7f387d75ecee838fd,42e662bdf9b0366172f7ed4cf1a53dd6d81df982b7aed7b494a93e8369b70c28,1784431000.0
42e662bdf9b0366172f7ed4cf1a53dd6d81df982b7aed7b494a93e8369b70c28,6996a4c48e1cb9e0310950fcd16924dad2021a8f80a690447743234208dd5ada,1783452972.0
6996a4c48e1cb9e0310950fcd16924dad2021a8f80a690447743234208dd5ada,5d024f770f5c0ff53f235564ef8eca2274a48e73a770041038d8b063b841a519,1782530344.0
5d024f770f5c0ff53f235564ef8eca2274a48e73a770041038d8b063b841a519,6766e96e38d2d7ae9b40c51d2b05d59123e2bbccffe2e55979d821af17b83460,1781572916.0
6766e96e38d2d7ae9b40c51d2b05d59123e2bbccffe2e55979d821af17b83460,5a3ed69383467f57e8fb73c15ecd90ef211e6f232e49ed941882b77fc7245d96,1780602188.0
5a3ed69383467f57e8fb73c15ecd90ef211e6f232e49ed941882b77fc7245d96,0f8a8d0dfe8f6a82bc56fa8010e31a73b850bc727473101d2b8730f73fbf2b2d,1779653660.0
0f8a8d0dfe8f6a82bc56fa8010e31a73b850bc727473101d2b8730f73fbf2b2d,16103cbc4e037d8be04522d0f019cdba0b4a50750a3f4c2372ade66dcd09366c,1778711132.0
16103cbc4e037d8be04522d0f019cdba0b4a50750a3f4c2372ade66dcd09366c,2e1c788b3c8389e1ef5cf5db92a05392366be731b52f83053a53ccedffe5515d,1777784404.0
2e1c788b3c8389e1ef5cf5db92a05392366be731b52f83053a53ccedffe5515d,e088c582e7c15f6edef9fe936d142e7d7839be788f8db26fc7e4e830bdc82710,1776875276.0
e088c582e7c15f6edef9fe936d142e7d7839be788f8db26fc7e4e830bdc82710,1d17223efe942cfafc4ee34d91794112ca4185ec8dddbbffa6097b77198bb201,1775959748.0
1d17223efe942cfafc4ee34d91794112ca4185ec8dddbbffa6097b77198bb201,b8dc9e3b900672ebd16254a497b28b84ec2b27755e41d57c1ce0aa7a3dcd7d6c,1775015220.0
b8dc9e3b900672ebd16254a497b28b84ec2b27755e41d57c1ce0aa7a3dcd7d6c,d0020fdf7fd30803683dc31f237980d3d0c8836ac651bfd99ffb0f4e4d7b3831,1774065392.0
d0020fdf7fd30803683dc31f237980d3d0c8836ac651bfd99ffb0f4e4d7b3831,f45a41290bb8991b2d9cc4c513ae3d40e74bad0b059991aac3f5b1f6497264a7,1773137564.0
f45a41290bb8991b2d9cc4c513ae3d40e74bad0b059991aac3f5b1f6497264a7,494bc221b3d879f394d00e9cc57b27e83141f59d9638ad7fa45ca67133ae84f1,1772218920.0
494bc221b3d879f394d00e9cc57b27e83141f59d9638ad7fa45ca67133ae84f1,a35c683ef0de1ce0b5ced0699a350c6ac9bbc294dd818253e8a86ae26ce20637,1771279576.0
a35c683ef0de1ce0b5ced0699a350c6ac9bbc294dd818253e8a86ae26ce20637,07f7fd708985009b94231fa851e4bc8ee5b632c3a2f5ae4a7c89b8e8cdde56b2,1770371632.0
3ab30255736a78536d3da3d81d030cb1b6545773dceb4ab88d21178ba6773623,9cad36e362b807c306d41fbe393c57aa2d1e0a64c73bde009b1a5a58d0d6527e,1768832821.0
d2c81878109998d694849fd338400d5b57dd596cfaa5d75120725844a6ba8880,d580fd51bcdb0c0e4a5f9d9b356d49384adb32c2dd3bdc5cb4aa53e51d8263d6,1768681030.0
9cad36e362b807c306d41fbe393c57aa2d1e0a64c73bde009b1a5a58d0d6527e,9721433d55ba3a75610b82cf61487a557ac9f35cfe6670ff9e54f955925f756f,1768331709.0
c9b1673dd45eede98e307e72b99fb85687118a18d39be3f2604bd07f40cbd9d2,64fcdad635b657e9a5912bb46577f76e37bb5e51909e03099e4bccee0179e434,1763814000.0
64fcdad635b657e9a5912bb46577f76e37bb5e51909e03099e4bccee0179e434,b5d2993548275151cbc714423cad21ebe3079c353110e1179bf35b71a305430b,1761774519.0
a3ee9de9bcb554ea519965226d79b0186ec92352baebc1794092d44a5f21adce,f7061aba9c705a547ef4c83c8cb93f1b5dbbb8e8abfe73f267d96ec54f8a5bab,1754673712.0
f7061aba9c705a547ef4c83c8cb93f1b5dbbb8e8abfe73f267d96ec54f8a5bab,c6bc3850849e9aecf817c66a046bfdc2d99d6ef9eb5ee85f3edba71dd42743fe,1754584910.0
4ba33c0a70a3d092d92fab05c3611356e921240e888be9a38d646d850a5bda21,147dfba3df6f0510b5583caa1799d7e60e83d516b77f886e2046b4b179120eff,1741342820.0
147dfba3df6f0510b5583caa1799d7e60e83d516b77f886e2046b4b179120eff,c90a78749367e3c835a358239a7c0568dbaedea640eb27ecab15f1725314e651,1740670145.0
a7ffd6e333e6e1d08a5b705e0d81613707bfeefaac0ab4bafd455f6735271b65,e61d99e52816163eff65ee423b6953d3de3ed32873afbd9a29e7de0e0522a99f,1738237540.0
e61d99e52816163eff65ee423b6953d3de3ed32873afbd9a29e7de0e0522a99f,1c0d7b88b610913e147ffa88232b75ccde854e139266e0a197edbb7f39f8c58c,1737654883.0
d9d0bec2f2bf78c8111a5cb9b9d83f78180b504dee4a10095921bf7c7d9b7dbb,55a654e1d4b3c34370c03d65ce4eab07c09dd03099219b1fa4d49264a3c5b9fd,1733767728.0
a37722c95c0f5ed8d1a4e65ad92acb8b44c0167039ec5c7de676a33ee7617df8,b21e92575502bb828b359cb7d631232ecb96827073a91b8766fc8c321d52a402,1733283341.0
55a654e1d4b3c34370c03d65ce4eab07c09dd03099219b1fa4d49264a3c5b9fd,1482ca19ed8fafe1dd86b2df2504923ac2b0d20cedc4e262ffad27f15f24da1a,1732549203.0
b21e92575502bb828b359cb7d631232ecb96827073a91b8766fc8c321d52a402,2faba4f73d3cd88622c379ed36e441e014e5bb60aaed6dccba208eb8a26013ec,1732320749.0
cd7be20704dfcfb3c3d0a3dd883a2572b7cd149650eb1148f881075863daa783,bc7ce5cc57d4b0348f164e853f0722b24eca9a178b6d82276cee7c44a0391a5c,1728315961.0
2f9ee9f37b06392410db52215ddf06b6126c9ebc1c2b057cb5f6c239680cb07a,0e7b18ef7af2b9fb3921137c71b25771a4f4eccac430f0a121649734674f09f2,1727891794.0
50875c101ce67a5ede9eadb0af45c0fc800f4b36129a0022771226f06a9b763c,9e695f5d4a58f56454f00c08152afe453ae9b635b372d7a1c53c594b23962b77,1726985199.0
01321733ebd0c0d2957982e947811e0f443f40ee6ac2ade19c55b062904c689a,168715f9f7376098bff535aaefa786fbf159be19efc522b1a8b80d9364abd105,1725852603.0
9e695f5d4a58f56454f00c08152afe453ae9b635b372d7a1c53c594b23962b77,848edf131c632e9cf4aa7f5d9115ffeba6fa1e5c51f84e165d50f210983c6a95,1725184705.0
a8344aa3e38ba12df1bc47a4ed36307534aa3a6382cb236e45ad3bd20887b13c,3547be32470eda121e0b359c2718ccb46468f80191b272e4f646e63a940540c5,1725098859.0
50eb7aeab89735a0800fa71923bcaea4eaa65b3d6bca8ce1ab0c478798ce0454,847631fc3329d4436f6ab527eabb5cbb7b373ee8fc4f2d8efbf76a24963c4108,1718369936.0
d7f33c0a28f4a27c760cf9a6df58f9570004a29d0f254eea66acf3f13eed08e5,655a6b66283c636bb142da5e15cc1a3453b8546806f766cd67c9f0c7afaee39f,1715920697.0
0e47b34d1e286f510cded670e455a051d0ae44ebe1eff0305b2d06256dc771a4,09fa3b86e5e84e5a94202acb378608913a541ae431ea861fec1f29a79498d092,1710916991.0
c0594c7bd032795fbefb6da8d5201aab1f371760e07921082224684c36c64a7e,06b58eedf54df5838880f4f39af2ac75df3e0996efe1e65da4cd60de46750906,1704522855.0
5e744a5b28bf640664ed0955718b489ab07fc25672f4b3b8b888a619f61cbb0b,73dcdc4c6584b884a56aabcebe0c6b6d683d8524c6813d064aa56366c3a93e04,1703421008.0
c8e8a42ef4d3740dfc8328ef6681d392361dd61a64e5e6be71d23c8a6c5c525d,5512f75d958b84a70d3470d16dee75cecd504ebd23746a21549917e805c7d935,1699643105.0
47480d54c26313a9aed3f528981410001fcd72b3fdc1b07647cee332321dd32e,fb8cd491846a88f79e1f17d14493a2733decb509c2b0388f926a8133022ef138,1450208299.0
fb8cd491846a88f79e1f17d14493a2733decb509c2b0388f926a8133022ef138,71202721ea0729198dc7ab77292ec968deecd03aa5a4ab1209eb0213d09f807c,1449902900.0
177cf3e138ad9917e3f45df77df8f4fc76857415b95d89f4ef629e89568fa614,15ac012c55e4e55dff527cfd5a63cfe79b513a7abb1c1a70447d9b99bcfcf1bf,1399998500.0
94cc21c8ed075fa13a6774ccfd6bb5f7b4248fe0ae7c07dfaa8dce6dfa12e004,efcdf836c64b9d3b8ae88b9c0f0c7c0181866d112ae48bb6a6240a38a7ef3052,1303023013.0
01a31b49850de6b95024fd2a2279af165ffed090b86c9e0056f454b7fe5cc065,16c51f15750aa7e08c7512a7009bda85dafc3366b67c0c9656b1515a707fb7d0,1295764478.0
16c51f15750aa7e08c7512a7009bda85dafc3366b67c0c9656b1515a707fb7d0,90f84c25e3794d3b2f1760c909c1d6646179c982bcc88cdd070cfa74babfcc40,1295214396.0
90f84c25e3794d3b2f1760c909c1d6646179c982bcc88cdd070cfa74babfcc40,053b1eae7470aad5c1b9afadfa5b1ab43f241163ae53427acc22a4ef01c044af,1294863394.0
053b1eae7470aad5c1b9afadfa5b1ab43f241163ae53427acc22a4ef01c044af,a882df4bba31a64f7917688da9485dc6b2a10d652cae61174886faf3bb0cacfd,1293720197.0
a882df4bba31a64f7917688da9485dc6b2a10d652cae61174886faf3bb0cacfd,78adba7fa1c8f2a59a4b0ac72ac1355abd96529f02cd4d75b2b526210d3bd5b2,1293034505.0
78adba7fa1c8f2a59a4b0ac72ac1355abd96529f02cd4d75b2b526210d3bd5b2,518aefbed4b10e1d943ac7b9e17bd9bb8c7a50f941fce5f7fe8a32d108421b3f,1292605663.0
518aefbed4b10e1d943ac7b9e17bd9bb8c7a50f941fce5f7fe8a32d108421b3f,0f434f5c47109d7c7d46e55f39e985660a6c77dd178dd5cef872d84bd80d17aa,1292491228.0
e4de3d4b7f49772caa397df4942c56f4e3248d793c3f068a2fc06429907bd7ba,65dab457272e049ef68fd775fbda8fb4fbf908e90f04b2ecf650465c5e152149,1276375349.0
bf169b25ca9212cb5f53dde56f5d5d41c8be51e8bc8a2be17c5ee57bcdc7e795,5eb68641304b6d9050fe1915ff79f30859b39c20499fed51b968498abe0ebc73,1270000000.0
4fdbdf270b641b1228cb075d74f9d96bdeee7d5eebbd500c3926af7834871cb1,d849cd7c96d377bb3bbf7e89a83e493ca85527e4f0491b6e51d8eae4aaa58cb6,1189610873.0
d849cd7c96d377bb3bbf7e89a83e493ca85527e4f0491b6e51d8eae4aaa58cb6,7e4d2197a68e9a6dbcd7e609d7fbc01caa57bc70c4fd58403c4318a285d48d8f,1183918470.0
7e4d2197a68e9a6dbcd7e609d7fbc01caa57bc70c4fd58403c4318a285d48d8f,60002d5da6a11b0abddf3f38d5168f832ee26356680aa6d89d65ef904b53efbc,1183692867.0
60002d5da6a11b0abddf3f38d5168f832ee26356680aa6d89d65ef904b53efbc,e89d27993a47d3f6cef0d921ab2a46317a586e6041c4440aa6e1a5a954253a6b,1183634943.0
91956382ebca12a018d249b46f75606425a2c7f32a8dc5630b5836b294cb91e1,6fe9421a574320cba749b9b3d2ff31c2c805bf6b210a15af17af4420e36127b9,1170873367.0
6fe9421a574320cba749b9b3d2ff31c2c805bf6b210a15af17af4420e36127b9,8311412e34cfe1231426507e1ed9b1a429256838989861abe559113aa62e39c2,1169924339.0
8311412e34cfe1231426507e1ed9b1a429256838989861abe559113aa62e39c2,b3feecd22bf8e420e55301d0e0cca41b73e1ea2ef9cd6dec90ea79b0655a80d8,1169020411.0
b3feecd22bf8e420e55301d0e0cca41b73e1ea2ef9cd6dec90ea79b0655a80d8,34ac5acdd44a333898fe7a1555e0c091701a62f0f1d184984189064a95c85235,1168058483.0
34ac5acdd44a333898fe7a1555e0c091701a62f0f1d184984189064a95c85235,0ba9b66c5303b9effb4a4643c0359b5ac7d0c8f1ce7585eb888a6da45858187c,1167118955.0
0ba9b66c5303b9effb4a4643c0359b5ac7d0c8f1ce7585eb888a6da45858187c,5a0972cff783f03ff3ad3b190c1f18f6006c1db26e736fb4cbd34b22d493e6ae,1166217027.0
5a0972cff783f03ff3ad3b190c1f18f6006c1db26e736fb4cbd34b22d493e6ae,e4800afa302fa413dfec62d127b76efa473711fc385d7466bc9d101c8f07c00c,1165229299.0
e4800afa302fa413dfec62d127b76efa473711fc385d7466bc9d101c8f07c00c,b048f847e764bd66c9565b2e34107b55ebbfa32d4e002093cea4827c34ba46f2,1164249371.0
b048f847e764bd66c9565b2e34107b55ebbfa32d4e002093cea4827c34ba46f2,3129b420e9d95466a0bf284f9464b4d8b6a4bb8a17535abf2fe8aa1d0e5e6fe5,1163327543.0
3129b420e9d95466a0bf284f9464b4d8b6a4bb8a17535abf2fe8aa1d0e5e6fe5,a0dd0e6349e8528c5ca831667365d7528810b90295461391b93c5ab121f49454,1162414015.0
a0dd0e6349e8528c5ca831667365d7528810b90295461391b93c5ab121f49454,7e5183bca8df175f493fcdebb60fc6d588c6357563e9266dba6c9eecf68b970f,1161489087.0
7e5183bca8df175f493fcdebb60fc6d588c6357563e9266dba6c9eecf68b970f,9555638f15dbc9e1e01072e912e3145260f705948a5f70ce7aa650bed7314c30,1160533759.0
