timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2025-12-15T00:00:00.000Z";"2025-12-21T23:59:59.999Z";"2025-12-16T04:50:00.000Z";"2025-12-15T15:06:00.000Z";"2781";1.0001251207;1.0015523082;0.9981020936;0.9997241369;584574666443.17;186771364492;186824255260;"2025-12-21T23:59:59.999Z"
"2025-12-08T00:00:00.000Z";"2025-12-14T23:59:59.999Z";"2025-12-14T23:33:00.000Z";"2025-12-10T19:01:00.000Z";"2781";1.0002846974;1.0017589196;0.9984328687;1.0001987314;592665530472.28;186274485506.03;186251181624.37;"2025-12-14T23:59:59.999Z"
"2025-12-01T00:00:00.000Z";"2025-12-07T23:59:59.999Z";"2025-12-01T00:33:00.000Z";"2025-12-05T15:03:00.000Z";"2781";1.0001024018;1.0015246593;0.9992231908;1.0003305697;692691346621.59;185684949885.02;185632100913.85;"2025-12-07T23:59:59.999Z"
"2025-11-24T00:00:00.000Z";"2025-11-30T23:59:59.999Z";"2025-11-24T14:44:00.000Z";"2025-11-24T02:02:00.000Z";"2781";0.9996361931;1.0015679012;0.9990808412;1.0001848451;617958641885.6;184624009343.09;184605105442.18;"2025-11-30T23:59:59.999Z"
"2025-11-17T00:00:00.000Z";"2025-11-23T23:59:59.999Z";"2025-11-19T03:50:00.000Z";"2025-11-21T12:38:00.000Z";"2781";0.9992453257;1.00328361;0.9978078933;0.9996796222;1098194433740.17;184427870489.64;184494991046.93;"2025-11-23T23:59:59.999Z"
"2025-11-10T00:00:00.000Z";"2025-11-16T23:59:59.999Z";"2025-11-16T23:03:00.000Z";"2025-11-14T13:52:00.000Z";"2781";0.9999436752;1.0019296256;0.9987135498;0.999262148;957077720176.18;183901571243.02;184040461847.42;"2025-11-16T23:59:59.999Z"
"2025-11-03T00:00:00.000Z";"2025-11-09T23:59:59.999Z";"2025-11-03T15:31:00.000Z";"2025-11-04T18:37:00.000Z";"2781";1.0001347766;1.0018015421;0.9983403317;1.0000356003;1099375893245.01;183460044305.03;183470378236.23;"2025-11-09T23:59:59.999Z"
"2025-10-27T00:00:00.000Z";"2025-11-02T23:59:59.999Z";"2025-10-29T18:36:00.000Z";"2025-10-31T15:09:00.000Z";"2781";0.9999630497;1.0020650705;0.9990802321;1.0000656255;860787705298.63;183478306176.7;183453580925.96;"2025-11-02T23:59:59.999Z"
"2025-10-20T00:00:00.000Z";"2025-10-26T23:59:59.999Z";"2025-10-21T22:32:00.000Z";"2025-10-24T12:31:00.000Z";"2781";1.0004176521;1.001932526;0.998959264;1.0000341241;914512985020.44;183162742103.75;183169510265.64;"2025-10-26T23:59:59.999Z"
"2025-10-13T00:00:00.000Z";"2025-10-19T23:59:59.999Z";"2025-10-15T10:27:00.000Z";"2025-10-17T11:14:00.000Z";"2781";1.0011807731;1.0020255477;0.9993098718;1.000400727;1178836622417.43;181945500670.18;181869542480.94;"2025-10-19T23:59:59.999Z"
"2025-10-06T00:00:00.000Z";"2025-10-12T23:59:59.999Z";"2025-10-10T22:38:00.000Z";"2025-10-10T21:23:00.000Z";"2781";1.0001732938;1.0075124922;0.9981252515;1.0012573547;1510068513460.86;180007826846.03;179795529123.31;"2025-10-12T23:59:59.999Z"
"2025-09-29T00:00:00.000Z";"2025-10-05T23:59:59.999Z";"2025-09-30T13:34:00.000Z";"2025-10-05T09:48:00.000Z";"2781";1.000189733;1.0016255588;0.9995295012;1.0001978683;1059753940747.5;177061378785.11;177030700465.63;"2025-10-05T23:59:59.999Z"
"2025-09-22T00:00:00.000Z";"2025-09-28T23:59:59.999Z";"2025-09-25T12:30:00.000Z";"2025-09-25T04:45:00.000Z";"2781";1.0004505935;1.0021094492;0.9996477741;1.0003497216;981470468344.35;174405212833.02;174372128682.21;"2025-09-28T23:59:59.999Z"
"2025-09-15T00:00:00.000Z";"2025-09-21T23:59:59.999Z";"2025-09-21T02:22:00.000Z";"2025-09-17T18:01:00.000Z";"2781";1.0005184011;1.0017650883;0.99964458;1.0004233221;827577566020.04;172015447905.56;171937973765.3;"2025-09-21T23:59:59.999Z"
"2025-09-08T00:00:00.000Z";"2025-09-14T23:59:59.999Z";"2025-09-12T20:01:00.000Z";"2025-09-12T12:29:00.000Z";"2781";1.0000955443;1.001188126;0.9993860798;1.0005281852;860304338043.35;170313745039.63;170225499954.09;"2025-09-14T23:59:59.999Z"
"2025-09-01T00:00:00.000Z";"2025-09-07T23:59:59.999Z";"2025-09-05T12:32:00.000Z";"2025-09-06T00:40:00.000Z";"2781";0.9999560969;1.001637559;0.9993089635;1.0000934155;723377724938.22;168887729565.97;168871594839.54;"2025-09-07T23:59:59.999Z"
"2025-08-25T00:00:00.000Z";"2025-08-31T23:59:59.999Z";"2025-08-26T13:33:00.000Z";"2025-08-29T12:31:00.000Z";"2781";0.9998720571;1.0022055201;0.9992964388;1.0000598818;843555942092.83;168000085051;168007461104.55;"2025-08-31T23:59:59.999Z"
"2025-08-18T00:00:00.000Z";"2025-08-24T23:59:59.999Z";"2025-08-24T19:37:00.000Z";"2025-08-24T19:44:00.000Z";"2781";1.0006163125;1.001835859;0.9989144053;0.9998869003;927440772097.89;167129154657.97;167150540381.16;"2025-08-24T23:59:59.999Z"
"2025-08-11T00:00:00.000Z";"2025-08-17T23:59:59.999Z";"2025-08-16T10:00:00.000Z";"2025-08-13T14:28:00.000Z";"2781";1.0002524917;1.0017015062;0.9987498101;1.0006551869;984369330902.21;166760476828.86;166657763574.2;"2025-08-17T23:59:59.999Z"
"2025-08-04T00:00:00.000Z";"2025-08-10T23:59:59.999Z";"2025-08-08T00:44:00.000Z";"2025-08-05T14:41:00.000Z";"2781";1.0001182247;1.0014928224;0.9994637419;1.0002508379;733901083013.48;164551954450.11;164510416936.17;"2025-08-10T23:59:59.999Z"
"2025-07-28T00:00:00.000Z";"2025-08-03T23:59:59.999Z";"2025-07-29T00:35:00.000Z";"2025-08-01T20:03:00.000Z";"2781";1.0002879342;1.0014797;0.9989316399;1.0000495458;783027786944.75;163913847476.6;163894471105.53;"2025-08-03T23:59:59.999Z"
"2025-07-21T00:00:00.000Z";"2025-07-27T23:59:59.999Z";"2025-07-24T13:56:00.000Z";"2025-07-25T07:17:00.000Z";"2781";1.0002944664;1.0014551104;0.9995245844;1.0002606385;913237288508.66;163620313656.13;163573215329.81;"2025-07-27T23:59:59.999Z"
"2025-07-14T00:00:00.000Z";"2025-07-20T23:59:59.999Z";"2025-07-18T14:18:00.000Z";"2025-07-14T13:38:00.000Z";"2781";1.0004023264;1.0016748571;0.9990723765;1.0002168974;946189139393.81;161643190485.09;161595606003.14;"2025-07-20T23:59:59.999Z"
"2025-07-07T00:00:00.000Z";"2025-07-13T23:59:59.999Z";"2025-07-08T00:50:00.000Z";"2025-07-13T12:52:00.000Z";"2781";1.0002469264;1.0014471792;0.9987206184;1.0003864421;638321103073.2;159549358546.54;159485193434.85;"2025-07-13T23:59:59.999Z"
"2025-06-30T00:00:00.000Z";"2025-07-06T23:59:59.999Z";"2025-07-02T17:26:00.000Z";"2025-07-06T22:02:00.000Z";"2781";1.0002031994;1.001758663;0.9997030891;1.0002361391;431591862499.47;158665833864.47;158626664755.6;"2025-07-06T23:59:59.999Z"
