node,in_degree
a59372ad2a875fc5659f76ce65b79a730572a5bf08b6d9546abf971501103857,439
3cc86b3874356ff646e5ff21e869b2b4c19d3f886ffcf5cf93b6f7e1ef77addf,144
046d7d22d1e5dbe82d2738ad9a6009522e43c1acb27f00935e1ca1805265fdaa,45
e7b84dea363f5126f3c2bbe4e181104047a21d5b702f6b760fce9ea34ff55ccb,330
12e08c29f574c7f97a5966d75d4366a48182522cce4db8d69bf26eb01a243dbf,129
1e80cd073468b5ac012f1602a93c4cb5e93ee6f86c17b06ea51b3850781fd898,24
c8b0e14e296a739797f3fce8057f873dda83f4b1a6e9cfa65ae94dd2af772555,544
3a95e94eda2389c78a3312a35add33afe8b796b4e45f6a04e761924b2843ba59,350
6e40771235fd34cceb6d824ee8d1d14f26830c5c7ea4c9378d95b27d66ec2266,2
41d511637d28dabbf417ebf05e78e503a36962e9d79742e91a948bc843e3fa37,2
ce9f513b378f190fcdc37d0ca4d1bf6eae78310f77091065cbe7f7b4855efdc3,2
3c19c2f019ae97c524f6fd29fcb761ce83a630f11487a8ef1c91891f40cdbc37,365
0dbd6a98e695ec27e11eb6574e269fb9e382ff4e521abb082f5fe00711c9556e,71
02c7a1dcae9b278ca0d359ebc3d51eca6e1732677373c887324b06d208375822,2
691717a4e235cd6fe1f40b6a5d1fb0c4d2863e26588470bb9a0510333438e4b6,300
c1e3900fc43b9150f05d0c6c6ffaca0a76a7e60ac333610c54f428da60379316,70
910f8fd71bb413ed1a77d070ec75809b316cc195a7298713b4457573cc3c26c8,3
49bc0c269e6f4cd4402cc8f5f14ec7a4d8fd0557ec6408b03f2a4d556c4c31ab,4
b270e8b84f133df83dd7eae7e9fe9b88564874217d499fc629cd11663c419929,246
75021ccafc5e86de8b885a82f088065cc7a68e6cf46b9db5a7d4a444013bcc19,9
5b058f673bf8d465ec0f439ef74e9e8ec807465de9bd6c4a76e137fbe2a154ce,7
d6d8203ec838112c1412ae62c6c1c5b357f6904bc6ebb1afa82aaaf42a72dfd4,3
40baa628b0e9634e0fd4b4d51fd9484d16a8d35b1b2e2d95301c68cdecb4eb2f,287
854214301cf51fe722ae52c7aa9e3cefbe1ded6aebda52e174278209c206102f,3
f82d5e77542fa2eb29129d37643155afe8e2d659e232e59300bc57dd878d0301,41
36f2229e1c16949001e29eda79bb534f7b9d55bc8328b73aae51303bf07f99de,3
2e8f073aaf28917ba25979c26cddb491a5a8851a4d74b5c51337f2750a107461,6
666887a468e5fb146f0a915e78c358bc27cf788cc61ae112541e5b18bd3f9ecf,119
232ce4f5d98cfde704bd595939c3736ef52374587e39bcfa0283e78045875bae,3
ce7b399c621836e6280793ea66c6fa5c94a81882b069e532a8d19e38fb60aa2e,6
2acbaf9202503415bbaae138b5a9939fc04c5758009ec60eba90379405065b2e,3
530236a5a597e73fd993a1bdc5688c8ac1f493ed5fffa284dcd7a183b7f1f4d5,5
bdb22a5a8291c4fd4af937a9203d9cb09d7db1aaa0f50c03c55463783ba74c83,2
30bd0f81162ef88aed4f699a6b83bb8957ea6b83d14d480522cc7c9a9f500918,3
7f0a3c424c3dee5ca511db4beeb83d8059a1605bd5157890db4bd40fbfbe958a,96
e88230e755e9cc61fa8a3408976e4c732dfff372704edc0b96f404c0987e3914,6
4f960d7d66b879cbb458545b757de907b9c02ef40095fa73345ce346079a4fa5,4
d954677a991f839e6183f1e82836a5e27e08b8275a61024cce208b0d7de4d1d3,3
aafd3d0d710ee3f48a1e3372b57c3a110644e9b19022b48ad94e770f65fd268a,57
6cc7a7e376f94f456593d6a72d99647df16e3aed709f0b2d00c533122d861d83,6
a54595af44055fadb56cc42bc09466ceeaed752fbe490af136361538b2025b09,13
4a0de82b3ec4a72dba7ba8e790ea549759783c60b60b0d9d32d818f1f33f985f,327
41e297c3e6b9755de2c7c78dd3470e92e17ac1e464d0e5b6e6cee7e20c2e57d9,203
d9bb86adb0700aa9c4ff355210a8a33b94ea74a2f3a11dc3c60d82013a1721d4,32
a65dbc598801db6dc0bbb4ce8682ba198a0519f1adf6ace302d8c1f8279433ec,2
bfd31ccaa67936d7eaa569be61f39d8e419e99852e11121aa3a51482999119b1,2
fe593c09e6fbca0de7f890ec97c1593926681063dcc3aec4160d10e1313f6a85,168
5600a3449d15f61db81ea6b1229ca8bd4a2fb0decf9da5251a2866b4c61110eb,2
54cac8a27bc5612584c59ca4fddb94fd862f07f6aa9d5bb906a480e23dbfb17b,3
87d6671f024155614384d45c3a1eb310c9b3e919817d3a404bf269ba74eed5e5,6
a63b086a2cfd3d12aacf09ca45742df3118629c8635a6fc1f3ac57930bd2fdde,2
1ced1418fa88cd01b4c8f23a5f27e610cfa8929467103d72de6baae6b235810f,2
d72ed2c862f35c322952b895f94d77dbba5274a5a5671d17585daf23928509a3,15
eb67683465f567c08b04bd94b4a4a41cebf8e80a7f2ed5bcc1fd3e0411696f65,24
1fc59c2a21fdcfd5b97f4414db7e055ec6ba21fb2d7cbd7b859ddd22684865a3,3
5ba3bd7357ab7931f6080f19c2e1df2a2f971ac61b39eccc9d5591b6836541f6,3
bde23859efe0f84c0f555667cdd70695d2a1eb9328dae7092fe0fd056399931d,52
17291ee86729b78d6ba94e7264579621e6e58f08bfd93c20bbe6e15047e92d97,2
15abbd7a3b78d52c4a7890f1df580148c8f0df6d60eada2571409d063b5abb92,3
f3d6a2cd9fa9a6e133a9f10dfe4afc396237e0803b9a580c9fc61e94aef34e00,3
525373d92719e7eef22d99d057caa398e280496d705b4bdf1974dbf582a7705b,10
2cbe2f4b9de340448e5969f5645b819083897ee3b7d290af8d5b8cb80c13614f,21
d8f2905edde7f3feaabbd6eac5f2784ca88b0e1a0c7ba54e52200d3069581800,3
69357e08bbad57de1fe3f409a44f4d15ba81300c81eb2b6eca34699024fbfdf0,15
bd4930afb696d73bea496c1538f6273510eb0f4c198a0febe39b49353ba2e927,4
c1a96f85b7170f86a1431d3f5723f92eeb9f0fb8ba50fcf4e49ced2d4bb2c18d,87
df47c957ae54ca9376d9eee23e8d90a0fa338094b2db42fc0d4c4cc0a68ec6d7,3
c6cbec7e614a15c1a19a1c9ffa5030d9ecbd3de7bcf14071d100cf2c23cfc026,14
2461e7eeb1ad584973839cdae2d2354b6cd435672b6d152889a4fcba6459e850,3
0aceda731af66552aae1ced014d1ac24db3e48055a3a67428ce03631917c8df1,2
b2cc1df494c8d5fa533b229a2e629d52d603b0efd6a100d2cf4952d14d951716,8
1c4448f47a8a471940baf38e3fd2d37c459d2e102a7753ade716e17692e3655e,4
70f72e769570bbf3a8d5f6278309b19a89e6f34f085177ac805d36773a394eb3,3
34bb381f313e41e7f653069069810f8d2bb3b8223c1782d9ee45b44ad5d45b19,4
85fb9299a72951edeee4ac1016e475f8e6df6eb54c6f65c99518584f465f4bc2,14
5a8ba1c030928a4c7df1e15182152222a98e80b9c8346717df866b1b23ddedd3,71
2f853e5b19287db34ae0ae1545c4215ef1eb9d4a8be93718d6777ff424a7526d,10
592df0af04a25303974033b3d7a1875b24949b27e9202f56605b37a08e2e5bf4,9
97a671449442ff3f2e018849712cca652e4e2fd3da03979d00e32b8e799bcdca,13
afc9e2b19e15ebf9a417a7ba58585fa0fb5ff720916cee77918a1384411e8a1d,23
46f1888c2b2264e9499368127fc8d55e4c6d89a916b8e1e2652f5365b7de9763,8
c9ad9a0de7cbcc1e30b66e4c395bbaa7f6184082048ce5352566ed0938f7891d,3
e8100b508e8b59cff89fa0dd45fdd327102531ee52be250a9d23baec6c9faf62,16
d0ffbba541a7538a2119a6f97fd9be7d1841c9f0187126b2fd9e355926ecdc4f,4
0c02e9332d5561866ede78e88df27a5aeef86f165606a7a518dd95de3151f3fa,6
cd0293442dcde89c0fcb64f55435680308108cbd3152186271be53a788f6b1b6,9
ed5f95253a7d810d334ebb9c0aed93b45fd48af0774728ce46aab93daea53d0e,72
b8cc5e2836e68eafccb8127759c0e1d5bed93fe925f32b8324cb1c326b66503c,27
def548ac00183a111b72fba39672123e48db110cce89d67cbc51b9ee849a03d6,100
80cb5a3f33e7fa4642caa29162b62cb5a2f06e23b5d12a07f5d9a0631efce657,9
0948b083730cc4b8cd6c7fa8b4b5c68d6c1a83c21bc332a3a51ffe550a3c3428,2
a5d10d2d59a1f35bbf621b6850246bf0834547e3e856274bf2c9ed41c5d5c67d,26
aa9ca7d4ea0a7ee272c839468e8edcda619d0200ccdcd6ed781365de9d5923fb,3
ee0eb62ada4ea358ea19df91764a91b3597803321c08664728d17ec2841553c6,15
0cf5d4b7d68684a06a5145c3435b88d382cdccccf375c1cfc6b585b492479d3c,2
3bef3b218811ef2bad32bd8c9e75560e22b780c70b789ca971281fb1bc38fe34,240
6a84f66a111434515604c18768bbac2dc29be09a28552731a995566e7856f8c8,2
5f6c4e72472bdc4330c6fd0a15c06df60627649586a97ba72dcc893fafd821f3,88
1a4dce2ac412acdee304fe5c33409740acb6a8aa9c27a617a8b2b7eb78067c76,84
cc4b54599c103b4222a5e85616ee6fba35da2cd364dde9a41059096fc9f662e8,2
f001cc59693e3c3b2ffd7cd99b2f3721f794cc1c672c2671e5d502f6a3850842,15
5e12a3928e476929eb962587c5ff6f18c6fe1988edcaf81b13dc7f8a1c1fbe11,1250
b67edf7beb0fab6c213e08cf1cb3100db8ae88b78a844eb3116cc51e22903384,26
7e75bdbf717931bc4b51424b21aab4091c7742098871a02c9466bb89ba274479,11
7d6d4fd03c25bdb480f517f619748646981dea07b715c12cb84c7cbc4d6aa340,61
d4c5510bd2faf4765c446adb7e40d2db16814d98051b47a76b7b2a4c4d5b791d,21
79705f755f20c36c0bb22856f73c50d80f3302a7e65c12118e34186f2618a63c,16
1721541d7c8446587b1efac5083a0560749dc67008a56b6f6d01e47488eff9b1,5
6e23c7c82e84b7492e4ae19721d2bf13b369af6ef4510c311d4a5b5b5d46c447,2
42026d3352d7d580988d8415ad7102c80df841f34718d49c576cc99539ef260e,2
15087fef930ebbfd439fcdaa866c20ed0bb62ace8e36d6540031a42beec77425,2
3db96953e2d3e5b408b7b057e66e47c9bbf64748a85e453ea93d686610e89d37,54
96a94de53d77e3f0f271abbbfc3e8997ebe8ec0cee9051d9b18e068aa13b68fc,4
0c923802bfef68d606b843f7d874c1cf3cbffc8384f8503ee9200e3494db9001,15
2ffbd14110109a90aba176b01b692b5a9e11537b44dad0cdefafacdb573d7196,333
de3c68d9e01c31c186970a0154a5a9790af366aa6c50869f2db420bd789f8891,2
d76715b811efa7c66bd3dea33734eb282d104c38a696ac63cf3da3bd83d7ffbc,29
5b34041821484d84d675984c5f9a2f71d27fd6b61ece52a53eef508c57f2feaf,10
ae94e7f244eacb9b36cb611a31fa7b6c22d08cc78bfb6eefdb7ad85ce9b66da8,6
46f9c43275916b14aa0caf7fe238abab794cdc37a3c63b29687c9d20d40894b5,6
10e01e758fc29bb735dabf6662af546bf99c07278ee864c552c51899a38d9c1d,26
250ed1c8819d401b27d556a13356a5e739a15fa093da1cff88fe5018a369622d,3
448f1c7d7eab1165b62d99871a4b4c981e2e42126ba5ccdb42f7c38358868a42,12
6b75a30e01a1f101519f5e7338aec719a8fe16f29c6fe1ef8fa56bef6b5ab46a,3
ca87190fd95b06defdaf9e801590466b55f915f10b3177c03b5db1581948d5be,2
466adfa4de201769d9ee40a8b658da08a3de6e3cbdb393a2e7879228835534d2,9
734766dc7d7ebed60fcf257aedf3694cf3ca847f4afb1e29e53965f5944b7d78,101
0a8399cc5c93f6266e0a845020a015402eca2be5d57b3a5803562c399511b330,132
a7f23d39c3879edd6399034ff81105e0654497ef50e0c521d8de4490204e7ef4,3
9112e499d4db3544621147f6fe8247bfb44302661cd5e9d7823e439834153570,10
3ecb699a2c3328196c828ee1609e3c57489791f8d6fd1b10e9d392e878df5055,319
997d89cf364647a85f362acc21ce77c99813433aaff2169feb54c34e2653112c,336
